0	0.55118	0.44882	0.26772	0.25984
0.007874	0.25984	0.22047	0.3622	0.83465
0.015748	0.75591	0.26772	0.33071	0.7874
0.023622	0.85039	0.8189	0.6063	0.72441
0.031496	0.31496	0.71654	0.2126	0.62992
0.03937	0.68504	0.67717	0.047244	0.37795
0.047244	0.66929	0.11811	0.43307	0.65354
0.055118	0.11811	0.83465	0.77953	0.73228
0.062992	0.94488	0.72441	0.10236	0.40157
0.070866	0.29134	0.13386	0.48819	0.55906
0.07874	0.26772	0.07874	0.5748	0.070866
0.086614	0.86614	0.062992	0.69291	0.44094
0.094488	0.65354	0.94488	0.66929	0.85039
0.10236	0.44094	0.99213	0.1811	0.29921
0.11024	0.98425	0.50394	0.6378	0.03937
0.11811	0.80315	0.46457	0.37008	0.13386
0.12598	0.29921	0.89764	0.50394	0.8189
0.13386	0.47244	0.40945	0.81102	0.68504
0.14173	0.64567	0.10236	0.29921	0.49606
0.14961	0.84252	0.48031	0.88976	0.87402
0.15748	0.51181	0.44094	0.11024	0.66929
0.16535	0.6378	0.64567	0.54331	0.20472
0.17323	0.11024	0.51181	0.55906	0.9685
0.1811	0.20472	0.35433	1	0.58268
0.18898	0.70079	0.79528	0.96063	0.5748
0.19685	0.13386	0.66929	0.9685	0.031496
0.20472	0.77165	0.85827	0.07874	0.69291
0.2126	0.4252	0.51969	0.72441	0.07874
0.22047	0.19685	0.23622	0.25197	0.23622
0.22835	0.094488	0.12598	0.49606	0.28346
0.23622	0.71654	0.98425	0.44094	0.14173
0.24409	0.46457	0.49606	0.97638	0.27559
0.25197	0.90551	0.82677	0.16535	0.74803
0.25984	0.24409	0.85039	0.086614	0.44882
0.26772	0.047244	0.5748	0.17323	0.6378
0.27559	0.007874	0.7874	0.53543	0.094488
0.28346	0.015748	0.58268	0.82677	0.93701
0.29134	0.89764	0.29134	0.7874	0.88189
0.29921	0.023622	0.52756	0.023622	0.89764
0.30709	0.88189	0.75591	0.76378	0.16535
0.31496	0.45669	0.047244	0.52756	0.11024
0.32283	0.40945	0.53543	0.74803	0.38583
0.33071	0.070866	0.28346	0.18898	0.71654
0.33858	0.33858	0.59843	0.20472	0.023622
0.34646	0.2126	0.59055	0.23622	0.77953
0.35433	0.55906	0.40157	0.94488	0.96063
0.3622	0.52756	0.1811	0.64567	0.22047
0.37008	0.62992	0.92913	0.8189	0.74016
0.37795	0.41732	0.070866	0	0.30709
0.38583	0.99213	0	0.37795	0.26772
0.3937	0.18898	0.84252	0.19685	0.24409
0.40157	0.92913	0.68504	0.66142	0.46457
0.40945	0.69291	0.32283	0.59055	0.1811
0.41732	0.62205	0.56693	0.094488	0.59843
0.4252	0.81102	0.15748	0.4252	0.95276
0.43307	0.37795	0.37795	0.88189	0.11811
0.44094	0.87402	1	0.40157	0.25197
0.44882	0.7874	0.17323	0.92126	0.3937
0.45669	0.32283	0.38583	0.46457	0.79528
0.46457	0.33071	0.086614	0.015748	0.33071
0.47244	0.14173	0.094488	0.55118	0.85827
0.48031	0.23622	0.4252	0.95276	0.91339
0.48819	0.92126	0.70079	0.22047	0.86614
0.49606	0.58268	0.27559	0.80315	0.61417
0.50394	0.82677	0.41732	0.31496	0.007874
0.51181	0.48819	0.31496	0.75591	0.80315
0.51969	0.93701	0.20472	0.11811	0.53543
0.52756	0.3622	0.90551	0.67717	0.88976
0.53543	0.14961	0.18898	0.59843	0.51181
0.54331	0.67717	0.14961	0.79528	0.70079
0.55118	0.3937	0.03937	0.83465	0.45669
0.55906	0.031496	0.25984	0.70079	0.77165
0.56693	0.062992	0.55118	0.055118	0.18898
0.5748	0.40157	0.015748	0.15748	0.34646
0.58268	0.6063	0.88976	0.22835	0.35433
0.59055	0.37008	0.93701	0.86614	0
0.59843	0.22047	0.65354	0.91339	0.75591
0.6063	0.055118	0.007874	0.85039	0.086614
0.61417	0.76378	0.77165	0.56693	0.84252
0.62205	0.49606	0.74803	0.27559	0.82677
0.62992	0.95276	0.3937	0.71654	0.76378
0.6378	0.38583	0.33858	0.48031	0.98425
0.64567	0.03937	0.34646	0.92913	0.31496
0.65354	0.48031	0.24409	0.031496	0.56693
0.66142	0.73228	0.33071	0.13386	0.92913
0.66929	0.15748	0.92126	0.41732	0.015748
0.67717	0.61417	0.19685	0.89764	0.54331
0.68504	0.74803	0.6378	0.33858	0.2126
0.69291	0.59055	0.96063	0.58268	0.99213
0.70079	0.22835	0.66142	0.70866	0.50394
0.70866	1	0.54331	0.62992	0.40945
0.71654	0.8189	0.70866	0.68504	0.51969
0.72441	0.56693	0.2126	0.93701	0.062992
0.73228	0.17323	0.73228	0.14961	0.3622
0.74016	0.12598	0.97638	0.62205	0.55118
0.74803	0.34646	0.95276	0.03937	0.62205
0.75591	0.97638	0.76378	0.007874	0.59055
0.76378	0.91339	0.48819	0.12598	0.94488
0.77165	0.5748	0.30709	0.070866	0.22835
0.77953	0.10236	0.77953	0.61417	0.47244
0.7874	0.66142	0.74016	0.74016	0.19685
0.79528	0.51969	0.62205	0.90551	0.15748
0.80315	0.35433	0.88189	0.32283	0.90551
0.81102	0.28346	0.80315	0.44882	0.52756
0.8189	0.53543	0.11024	0.51181	0.32283
0.82677	0.16535	0.16535	0.47244	0.12598
0.83465	0.50394	0.43307	0.73228	0.10236
0.84252	0.07874	0.25197	0.38583	0.67717
0.85039	0.72441	0.14173	0.30709	0.48031
0.85827	0.70866	0.055118	0.24409	0.70866
0.86614	0.086614	0.45669	0.85827	0.92126
0.87402	0.54331	0.22835	0.84252	0.97638
0.88189	0.74016	0.86614	0.28346	0.64567
0.88976	0.79528	0.81102	0.062992	0.81102
0.89764	0.25197	0.3622	0.25984	0.66142
0.90551	0	0.9685	0.98425	0.41732
0.91339	0.59843	0.55906	0.40945	1
0.92126	0.9685	0.69291	0.65354	0.17323
0.92913	0.85827	0.37008	0.45669	0.14961
0.93701	0.88976	0.61417	0.35433	0.37008
0.94488	0.30709	0.91339	0.87402	0.29134
0.95276	0.96063	0.6063	0.99213	0.6063
0.96063	0.1811	0.47244	0.14173	0.43307
0.9685	0.43307	0.62992	0.29134	0.4252
0.97638	0.27559	0.023622	0.34646	0.48819
0.98425	0.77953	0.87402	0.3937	0.055118
0.99213	0.83465	0.031496	0.77165	0.33858
1	0.44882	0.29921	0.51969	0.047244
